,content
731,"Thương quá Ấn Độ ơi! Đến lò thiêu cũng quá tải, phải mang x.ác ra vườn đốt 😭
Chỉ trong vòng 24 giờ qua Ấn Độ đã có 315.000 ca nhiễm và 2.100 người ch.ết. Cứ 40 giây lại có một người ch.ết vì Co.vid. Thương Ấn… More Độ quá Ấn Độ ơi, sao để ""vỡ trận"" rơi vào ""cơn đại hồng thủy"" như vậy? Chẳng lẽ là nước sản xuất 60% vắc xin trên thế giới mà phải thua trận chiến này sao?🙏🙏🙏

Thương quá Ấn Độ ơi! Đến lò thiêu cũng quá tải, phải mang x.ác ra vườn đốt 😭
Chỉ trong vòng 24 giờ qua Ấn Độ đã có 315.000 ca nhiễm và 2.100 người ch.ết. Cứ 40 giây lại có một người ch.ết vì Co.vid. Thương Ấn Độ quá Ấn Độ ơi, sao để ""vỡ trận"" rơi vào ""cơn đại hồng thủy"" như vậy? Chẳng lẽ là nước sản xuất 60% vắc xin trên thế giới mà phải thua trận chiến này sao?🙏🙏🙏

+23"
732,"Tiếp tục là một gương mặt trẻ tài năng...

Tiếp tục là một gương mặt trẻ tài năng...

CANHCO.NET
Ông Nguyễn Hải Ninh giữ chức bí thư Tỉnh ủy Khánh Hòa
Chiều 23-4, Tỉnh ủy Khánh Hòa tổ chức hội nghị công bố quyết định của Bộ Chính trị về điều động, phân công ông Nguyễn Hải Ninh giữ chức bí thư Tỉnh ủy

CANHCO.NET
Ông Nguyễn Hải Ninh giữ chức bí thư Tỉnh ủy Khánh Hòa"
733,"Hàng nghìn người có tiền trong tài khoản Coolcat đang đứng ngồi không yên khi tài sản của mình dành dụm lâu nay không cánh mà bay. Thật đúng là tham thì thâm mà :(

Hàng nghìn người có tiền trong tài khoản Coolcat đang đứng ngồi không yên khi tài sản của mình dành dụm lâu nay không cánh mà bay. Thật đúng là tham thì thâm mà :(

CANHCO.NET
Ùn ùn báo công an vì mất tiền cho app Coolcat
Tin quảng cáo của Coolcat, gần 2.000 người đã nạp tiền vào ""app đầu tư tài chính"" này nhưng nay không thể truy cập, kéo nhau trình báo công an. Ngày 23/4,

CANHCO.NET
Ùn ùn báo công an vì mất tiền cho app Coolcat"
734,"Vậy là chỉ còn vài tiếng nữa, lượng oxy sẽ hết. Hy vọng phép thần kỳ xảy ra 🙏

Vậy là chỉ còn vài tiếng nữa, lượng oxy sẽ hết. Hy vọng phép thần kỳ xảy ra 🙏

CANHCO.NET
Oxy tàu ngầm Indonesia sắp cạn, Ấn Độ điều tàu lặn giải cứu
Các tàu cứu hộ của Singapore, Malaysia đã lên đường nhưng chỉ tới Bali sau ngày 24-4. Vấn đề là lượng oxy trên tàu ngầm mất tích của Indonesia ước tính

CANHCO.NET
Oxy tàu ngầm Indonesia sắp cạn, Ấn Độ điều tàu lặn giải cứu"
735,"Vùng biển của Indonesia đang bị rất nhiều nước lùng sục, nguy cơ bị lộ bí mật quốc gia là cực cao

Vùng biển của Indonesia đang bị rất nhiều nước lùng sục, nguy cơ bị lộ bí mật quốc gia là cực cao

CANHCO.NET
Hải quân Indonesia mạnh nhất khu vực nhưng thua Hải quân Việt Nam ở điểm này
Nhận thấy được sựu ưu việc của tàu ngầm trong tác chiến hải quân, Việt Nam đã ký hợp đồng mua của Nga 6 tàu ngầm lớp Kilo thuộc Dự án 636 Varshavyanka

CANHCO.NET
Hải quân Indonesia mạnh nhất khu vực nhưng thua Hải quân Việt Nam ở điểm này"
736,"Đổi tên ""xả xui"", chủ tịch tập đoàn Tân Tạo quyết đưa tập đoàn trở lại thời đỉnh cao, hứa ""đền đáp"" cổ đông, nhà đầu tư xứng đáng.

Đổi tên ""xả xui"", chủ tịch tập đoàn Tân Tạo quyết đưa tập đoàn trở lại thời đỉnh cao, hứa ""đền đáp"" cổ đông, nhà đầu tư xứng đáng.

CANHCO.NET
Chủ tịch tập đoàn Tân Tạo đổi tên thành Maya Dangelas, kỳ vọng trở lại hoàng kim
Chủ tịch Tân Tạo năm nay vẫn họp trực tuyến từ Mỹ nhưng dùng tên mới ""Maya Dangelas"" thay vì Đặng Thị Hoàng Yến và hứa sớm ""đền đáp"" cổ đông, nhà đầu tư.

CANHCO.NET
Chủ tịch tập đoàn Tân Tạo đổi tên thành Maya Dangelas, kỳ vọng trở lại hoàng kim"
737,"Trở về sau cuộc chiến, nữ thương binh ấy còn ba mảnh đạn trong đầu, đôi chân teo tóp, một tay co quắp nhưng suốt thời gian qua bà vẫn miệt mài bán vé số, lo cho đồng đội với lời thề “SỐNG, CÙNG NHAU CHIẾN ĐẤU, ĐẾN NGÀY ĐỘC LẬP, AI CÒN SỐNG THÌ LO MỒ MẢ CHO NGƯỜI NẰM XUỐNG”.
#canhco

Trở về sau cuộc chiến, nữ thương binh ấy còn ba mảnh đạn trong đầu, đôi chân teo tóp, một tay co quắp nhưng suốt thời gian qua bà vẫn miệt mài bán vé số, lo cho đồng đội với lời thề “SỐNG, CÙNG NHAU CHIẾN ĐẤU, ĐẾN NGÀY ĐỘC LẬP, AI CÒN SỐNG THÌ LO MỒ MẢ CHO NGƯỜI NẰM XUỐNG”.

#canhco

CANHCO.NET
Nữ thương binh bán vé số lấy tiền trùng tu nghĩa trang đồng đội
Trở về sau cuộc chiến, nữ thương binh ấy còn ba mảnh đạn trong đầu, đôi chân teo tóp, một tay co quắp nhưng suốt thời gian qua bà vẫn miệt mài bán vé số,

CANHCO.NET
Nữ thương binh bán vé số lấy tiền trùng tu nghĩa trang đồng đội"
738,"Tin tặc ""nước ngoài"" xâm nhập vào cả đơn vị trọng yếu, Mỹ có hành động đáp trả đầy bất ngờ

Tin tặc ""nước ngoài"" xâm nhập vào cả đơn vị trọng yếu, Mỹ có hành động đáp trả đầy bất ngờ

CANHCO.NET
ANM Hôm Nay: Tin tặc Trung Quốc xâm nhập hàng loạt cơ quan và cơ sở hạ tầng trọng yếu Mỹ
Trong hai ngày 20 và 21/4, có đến 14 website Việt Nam mang tên miền .vn đã bị tin tặc tấn công, chiếm quyền. Đáng chú ý, tin tặc đã tấn công vào các trang

CANHCO.NET
ANM Hôm Nay: Tin tặc Trung Quốc xâm nhập hàng loạt cơ quan và cơ sở hạ tầng trọng yếu Mỹ"
739,"Người hâm mộ VN yên tâm nhé...

Người hâm mộ VN yên tâm nhé...

CANHCO.NET
VFF lên tiếng việc Kiatisak dẫn dắt ĐT Việt Nam thay thầy Park
LĐBĐ Việt Nam (VFF) không quan tâm đến những ý kiến cho rằng HLV Kiatisak sẽ trở thành HLV trưởng của ĐT Việt Nam thay HLV Park Hang-seo. Trước đó, một

CANHCO.NET
VFF lên tiếng việc Kiatisak dẫn dắt ĐT Việt Nam thay thầy Park"
740,"Đô đốc Richard cảnh báo Mỹ đang ""tụt hậu"" trước Nga-Trung vì điều này

Đô đốc Richard cảnh báo Mỹ đang ""tụt hậu"" trước Nga-Trung vì điều này

CANHCO.NET
Biển Đông Hôm Nay: Mỹ lo sợ “mất uy tín” trước đối thủ Nga và Trung Quốc
Ngày 20/4, tại Diễn đàn châu Á Bác Ngao tổ chức tại tỉnh Hải Nam, Trung Quốc, Chủ tịch nước Nguyễn Xuân Phúc đã khẳng định Việt Nam mong muốn tăng cường

CANHCO.NET
Biển Đông Hôm Nay: Mỹ lo sợ “mất uy tín” trước đối thủ Nga và Trung Quốc"
741,"Gần tới ngày 30/4, lại nghe cái chị Kim Chi, Kim Châm gì đó than thở trên mấy trang vịt tần rằng: Mỗi năm cứ đến 30/4 là tôi lại cảm thấy đau đớn, buồn vì niềm tin bị đổ vỡ...
Chúng tôi thuộc thế hệ sinh sau đẻ… More muộn với chị nên không hiểu chị than thở đau buồn cái gì, cũng chả biết niềm tin của chị ở đâu?
Đất nước Việt Nam non sông liền một dải, toàn dân thống nhất và đang không ngừng phát triển thì không biết niềm tin bị đổ vỡ của chị đã đặt vào đâu, đau ở đâu, buồn ở đâu thì để chúng tôi xoa cho.
Đọc những dòng chị viết mà thấy tiếc cho một NSƯT phản bội, đáng khinh.
Bây giờ chị muốn đất nước chia cắt như Triều Tiên - Hàn Quốc? Gia đình ly tán mới vừa lòng chị?
Hay chị muốn quay lại thời kỳ VNCH mới không còn đau? Nhắc lại đau thì để chúng tôi xoa cho...
Cái tôi không hiểu nữa là cho đến giờ, chị vẫn cố bám lấy chế độ, đất nước này để tồn tại mà chưa thấy tìm về nơi thiên đường ""dân chửi""
Tôi thực sự cảm thấy thất vọng với người nghệ sĩ như chị!
Cre: sonca
#canhco

Gần tới ngày 30/4, lại nghe cái chị Kim Chi, Kim Châm gì đó than thở trên mấy trang vịt tần rằng: Mỗi năm cứ đến 30/4 là tôi lại cảm thấy đau đớn, buồn vì niềm tin bị đổ vỡ...

Chúng tôi thuộc thế hệ sinh sau đẻ muộn với chị nên không hiểu chị than thở đau buồn cái gì, cũng chả biết niềm tin của chị ở đâu?

Đất nước Việt Nam non sông liền một dải, toàn dân thống nhất và đang không ngừng phát triển thì không biết niềm tin bị đổ vỡ của chị đã đặt vào đâu, đau ở đâu, buồn ở đâu thì để chúng tôi xoa cho.

Đọc những dòng chị viết mà thấy tiếc cho một NSƯT phản bội, đáng khinh.

Bây giờ chị muốn đất nước chia cắt như Triều Tiên - Hàn Quốc? Gia đình ly tán mới vừa lòng chị?
Hay chị muốn quay lại thời kỳ VNCH mới không còn đau? Nhắc lại đau thì để chúng tôi xoa cho...

Cái tôi không hiểu nữa là cho đến giờ, chị vẫn cố bám lấy chế độ, đất nước này để tồn tại mà chưa thấy tìm về nơi thiên đường ""dân chửi""

Tôi thực sự cảm thấy thất vọng với người nghệ sĩ như chị!

Cre: sonca

#canhco

"
742,"Khi vào tay Nguyễn Quốc Anh trở thành ""máy chém"" lạnh lùng và tàn nhẫn.
Ranh giới giữa thiện lương và độc ác ngẫm chẳng tày gang trong lấp lánh ánh kim tiền.

Khi vào tay Nguyễn Quốc Anh trở thành ""máy chém"" lạnh lùng và tàn nhẫn.

Ranh giới giữa thiện lương và độc ác ngẫm chẳng tày gang trong lấp lánh ánh kim tiền.

CANHCO.NET
NÓI THẲNG: Tội ác đã xảy ra ở Bệnh viện Bạch Mai!
Kết luận của Cơ quan CSĐT Bộ Công an về việc Bệnh viện Bạch Mai và Công ty Công nghệ Y tế BMS ""ăn gian"" hơn 16,5 triệu đồng/ca phẫu thuật bệnh nhân sọ não

CANHCO.NET
NÓI THẲNG: Tội ác đã xảy ra ở Bệnh viện Bạch Mai!"
743,"Sau khi vô cớ vác dao đuổi chém, đâm trọng thương linh mục nhà thờ Giáo Xứ An Khê, nghi can tiếp tục đi mua xăng, quay lại đổ vào cửa chính nhà thờ rồi châm lửa đốt. Quá manh động 😱😱😱

Sau khi vô cớ vác dao đuổi chém, đâm trọng thương linh mục nhà thờ Giáo Xứ An Khê, nghi can tiếp tục đi mua xăng, quay lại đổ vào cửa chính nhà thờ rồi châm lửa đốt. Quá manh động 😱😱😱

CANHCO.NET
Bắt khẩn cấp đối tượng đâm thủng bụng linh mục, mua xăng đốt nhà thờ An Khê
Sau khi vô cớ vác dao đuổi chém, đâm trọng thương linh mục nhà thờ Giáo Xứ An Khê, nghi can tiếp tục đi mua xăng, quay lại đổ vào cửa chính nhà thờ rồi

CANHCO.NET
Bắt khẩn cấp đối tượng đâm thủng bụng linh mục, mua xăng đốt nhà thờ An Khê"
744,"Nhà ngoại giao Việt Nam chia sẻ rằng ông “chưa bao giờ cảm thấy lằn ranh giữa cái chết và sự sống lại mỏng manh đến thế”.
“Đau đớn biết rằng để có được “giường bệnh” này có thể phải đánh đổi bằng sinh mạng của người khác.

Nhà ngoại giao Việt Nam chia sẻ rằng ông “chưa bao giờ cảm thấy lằn ranh giữa cái chết và sự sống lại mỏng manh đến thế”.

“Đau đớn biết rằng để có được “giường bệnh” này có thể phải đánh đổi bằng sinh mạng của người khác.

CANHCO.NET
Đại sứ Việt Nam gạt nước mắt tìm giường cho kỹ sư Việt mắc Covid-19 ở Ấn Độ
Với số người mắc vượt 300.000 ca một ngày, Đại sứ Việt Nam tại Ấn Độ Phạm Sanh Châu cho biết hình dịch Covid-19 tại quốc gia Nam Á rất nghiêm trọng, giống

CANHCO.NET
Đại sứ Việt Nam gạt nước mắt tìm giường cho kỹ sư Việt mắc Covid-19 ở Ấn Độ"
745,"Ô HAY 🤭

Ô HAY 🤭

"
746,"CHỤC NĂM TRƯỚC BỘ ĐỘI TÔN NỀN ĐẢO ĐÁ LỚN (Ở TRƯỜNG SA)
Cre: Phuc Loc Tho
===
Dung mai: Việt Nam cứ nói ít làm nhiều
AnhVan: Giờ đây Đá Lớn đã có nhiều nhà 8 cạnh to đẹp và vững vàng hơn, vừa khẳng định chủ… More quyền vừa không làm ầm ầm phá hủy môi trường, vừa không vi phạm DOC.
Văn Quốc Nguyễn: Thằng nào nói Việt Nam bán đảo bán biển cho Trung Quốc thì hãy mở mắt cho to để nhìn những hình ảnh như thế này cho tỉnh não ra nhé !
Hậu Hùynh Ngọc: Kỷ niệm Công Binh Hải Quân LĐ83 ùa về 1 thời xây dựng đảo Đá Lớn A 13-3-2013..4-1-2014
Phương Bùi: Nhìn các chiến sĩ thấy thương quá. Mong người dân cả nước ủng hộ càng nhiều vật chất lẩn tinh thần để các chiến sĩ có đầy đủ mọi thứ yên tâm bảo vệ vùng… More

CHỤC NĂM TRƯỚC BỘ ĐỘI TÔN NỀN ĐẢO ĐÁ LỚN (Ở TRƯỜNG SA)

Cre: Phuc Loc Tho
===

Dung mai: Việt Nam cứ nói ít làm nhiều

AnhVan: Giờ đây Đá Lớn đã có nhiều nhà 8 cạnh to đẹp và vững vàng hơn, vừa khẳng định chủ quyền vừa không làm ầm ầm phá hủy môi trường, vừa không vi phạm DOC.

Văn Quốc Nguyễn: Thằng nào nói Việt Nam bán đảo bán biển cho Trung Quốc thì hãy mở mắt cho to để nhìn những hình ảnh như thế này cho tỉnh não ra nhé !

Hậu Hùynh Ngọc: Kỷ niệm Công Binh Hải Quân LĐ83 ùa về 1 thời xây dựng đảo Đá Lớn A 13-3-2013..4-1-2014

Phương Bùi: Nhìn các chiến sĩ thấy thương quá. Mong người dân cả nước ủng hộ càng nhiều vật chất lẩn tinh thần để các chiến sĩ có đầy đủ mọi thứ yên tâm bảo vệ vùng…

This content isn't available right now
When this happens, it's usually because the owner only shared it with a small group of people, changed who can see it or it's been deleted."
747,"Lại thêm một thanh niên có pha xử lý đi vào lòng đất...

Lại thêm một thanh niên có pha xử lý đi vào lòng đất...

CANHCO.NET
Bắt nghi can đi xe Mercedes, giả danh phó giám đốc công an tỉnh để lừa đảo
Trần Việt Hoàng (ở TP.HCM) giả danh là phó giám đốc công an của một số tỉnh, tự nhận có quan hệ quen biết rộng để lừa đảo, chiếm đoạt số tiền lên đến hàng

CANHCO.NET
Bắt nghi can đi xe Mercedes, giả danh phó giám đốc công an tỉnh để lừa đảo"
748,"Ngồi đình đơn sơ thế mà 4 xe bọc thép kéo không nao núng. Đúng quả thật là thần kỳ!

Ngồi đình đơn sơ thế mà 4 xe bọc thép kéo không nao núng. Đúng quả thật là thần kỳ!

CANHCO.NET
Kỳ bí ngôi đình làng cổ 4 xe bọc thép của lính Mỹ kéo không sập
Ở làng Thạch Tân, xã Tam Thăng (Tam Kỳ, Quảng Nam) có ngôi đình cổ và một cây rõi thân to 5 người ôm không xuể nổi tiếng... thiêng(?!). Vì rằng, ngôi đình

CANHCO.NET
Kỳ bí ngôi đình làng cổ 4 xe bọc thép của lính Mỹ kéo không sập"
